src_bytes,dst_bytes,logged_in,count,srv_count,dst_host_srv_count,dst_host_same_srv_rate,label,Prediction,Severity
543,632,1,1,17,255,0.87,normal,Benign,Low
11950,21083,0,220,114,23,0.39,normal,Attack,High
623,2417,1,8,13,255,0.9,normal,Benign,Low
121,1814,1,5,3,255,0.95,normal,Benign,Low
31822,46627,0,104,78,141,0.05,normal,Attack,High
412,2310,1,20,9,255,0.89,normal,Benign,Low
467,1084,1,1,10,255,0.9,normal,Benign,Low
590,834,1,1,16,255,0.99,normal,Benign,Low
189,2257,1,17,6,255,0.97,normal,Benign,Low
618,2312,1,11,1,255,0.9,normal,Benign,Low
32575,53803,0,218,88,35,0.13,neptune,Attack,High
576,815,1,7,12,255,0.86,normal,Benign,Low
734,2342,1,6,13,255,0.98,normal,Benign,Low
805,2459,1,5,15,255,0.95,normal,Benign,Low
566,1952,1,20,19,255,0.9,normal,Benign,Low
836,1979,1,10,5,255,0.88,normal,Benign,Low
23936,55727,0,209,66,59,0.34,mscan,Attack,High
546,1730,1,16,20,255,0.88,normal,Benign,Low
133,851,1,16,15,255,0.97,normal,Benign,Low
36096,58304,0,201,107,31,0.04,normal,Attack,High
37048,20948,0,172,51,45,0.18,portsweep,Attack,High
208,444,1,9,19,255,0.86,normal,Benign,Low
410,1543,1,13,9,255,0.95,normal,Benign,Low
199,1096,1,7,13,255,0.92,normal,Benign,Low
9385,38781,0,178,65,168,0.1,mscan,Benign,Low
714,2482,1,6,17,255,0.86,normal,Benign,Low
651,2258,1,19,1,255,1.0,normal,Benign,Low
732,969,1,6,7,255,0.92,normal,Benign,Low
147,2389,1,10,15,255,0.93,normal,Benign,Low
820,1140,1,6,2,255,0.91,normal,Benign,Low
178,1357,1,7,18,255,0.94,normal,Benign,Low
242,2222,1,19,4,255,0.91,normal,Benign,Low
18222,17317,0,187,116,69,0.22,neptune,Benign,Low
14043,39916,0,244,69,155,0.4,portsweep,Attack,High
719,1029,1,8,7,255,0.9,normal,Benign,Low
24219,28341,0,97,45,46,0.29,neptune,Attack,High
506,452,1,9,1,255,0.94,normal,Benign,Low
481,2023,1,9,2,255,0.92,normal,Benign,Low
768,1883,1,18,19,255,0.91,normal,Benign,Low
804,714,1,4,12,255,0.91,normal,Benign,Low
871,2137,1,7,14,255,0.86,normal,Benign,Low
729,445,1,4,1,255,0.98,normal,Benign,Low
335,895,1,7,12,255,0.85,normal,Benign,Low
15807,20495,0,220,40,104,0.09,normal,Attack,High
275,1776,1,19,8,255,0.98,normal,Benign,Low
365,2391,1,12,15,255,0.94,normal,Benign,Low
10100,55425,0,98,58,135,0.14,saint,Attack,High
266,1329,1,1,2,255,0.89,normal,Benign,Low
816,1320,1,6,10,255,0.89,normal,Benign,Low
450,1733,1,10,11,255,0.95,normal,Benign,Low
558,2051,1,14,5,255,0.91,normal,Benign,Low
189,1244,1,6,4,255,0.9,normal,Benign,Low
789,2233,1,10,1,255,0.97,normal,Benign,Low
395,1293,1,16,15,255,0.85,normal,Benign,Low
35775,18602,0,141,65,39,0.1,neptune,Benign,Low
859,320,1,17,5,255,0.94,normal,Benign,Low
725,1195,1,15,11,255,0.88,normal,Benign,Low
832,1093,1,16,12,255,0.89,normal,Benign,Low
584,292,1,17,4,255,0.92,normal,Benign,Low
454,2221,1,2,18,255,0.86,normal,Benign,Low
30745,22081,0,156,80,52,0.26,normal,Attack,High
493,1161,1,18,14,255,0.86,normal,Benign,Low
857,1881,1,17,14,255,0.97,normal,Benign,Low
229,583,1,17,9,255,0.95,normal,Benign,Low
592,310,1,15,12,255,0.86,normal,Benign,Low
385,871,1,2,18,255,0.92,normal,Benign,Low
325,460,1,3,7,255,0.97,normal,Benign,Low
21675,49815,0,161,51,128,0.39,normal,Attack,High
634,1624,1,5,18,255,0.91,normal,Benign,Low
372,1198,1,8,14,255,0.96,normal,Benign,Low
491,2047,1,6,4,255,0.94,normal,Benign,Low
558,1315,1,3,7,255,0.87,normal,Benign,Low
410,2112,1,15,6,255,0.95,normal,Benign,Low
687,2304,1,19,8,255,0.96,normal,Benign,Low
448,2297,1,14,20,255,0.86,normal,Benign,Low
476,1247,1,10,7,255,0.87,normal,Benign,Low
557,338,1,3,4,255,0.86,normal,Benign,Low
325,2233,1,4,20,255,0.87,normal,Benign,Low
473,923,1,11,18,255,0.99,normal,Benign,Low
22032,48492,0,219,33,35,0.13,portsweep,Attack,High
125,995,1,6,14,255,0.89,normal,Benign,Low
400,2001,1,9,2,255,0.92,normal,Benign,Low
219,1844,1,10,16,255,0.99,normal,Benign,Low
28736,32972,0,208,35,173,0.32,normal,Attack,High
198,2487,1,4,12,255,0.88,normal,Benign,Low
563,1643,1,8,12,255,1.0,normal,Benign,Low
265,2121,1,17,19,255,0.99,normal,Benign,Low
799,2256,1,5,8,255,0.9,normal,Benign,Low
263,528,1,10,20,255,1.0,normal,Benign,Low
397,1927,1,14,17,255,0.97,normal,Benign,Low
162,1992,1,1,17,255,0.97,normal,Benign,Low
447,1871,1,4,2,255,0.98,normal,Benign,Low
314,730,1,15,13,255,0.98,saint,Benign,Low
690,1977,1,16,15,255,0.97,normal,Benign,Low
614,1233,1,6,10,255,0.88,normal,Benign,Low
876,1316,1,19,6,255,0.98,normal,Benign,Low
29270,20147,0,179,35,58,0.26,neptune,Attack,High
560,909,1,16,18,255,1.0,normal,Benign,Low
36614,18088,0,239,33,136,0.01,portsweep,Benign,Low
620,462,1,17,16,255,0.86,normal,Benign,Low
579,1046,1,19,3,255,0.88,normal,Benign,Low
391,1817,1,14,2,255,0.95,normal,Benign,Low
242,885,1,3,2,255,0.94,normal,Benign,Low
564,859,1,20,5,255,0.92,normal,Benign,Low
17075,22077,0,171,46,176,0.14,mscan,Attack,High
563,1184,1,13,2,255,0.88,normal,Benign,Low
406,1602,1,10,18,255,0.97,normal,Benign,Low
188,521,1,3,14,255,0.85,normal,Benign,Low
472,1217,1,11,1,255,0.97,normal,Benign,Low
537,1433,1,11,4,255,0.86,normal,Benign,Low
11407,17519,0,194,107,27,0.19,mscan,Benign,Low
33349,15861,0,230,68,113,0.2,mscan,Benign,Low
331,991,1,2,3,255,0.91,normal,Benign,Low
727,374,1,19,20,255,0.95,normal,Benign,Low
808,1095,1,17,14,255,0.9,normal,Benign,Low
549,1274,1,5,16,255,0.97,normal,Benign,Low
195,2308,1,11,15,255,0.93,normal,Benign,Low
388,1731,1,6,1,255,0.91,normal,Benign,Low
859,489,1,5,13,255,0.95,normal,Benign,Low
30811,33344,0,180,92,75,0.23,portsweep,Attack,High
783,761,1,15,20,255,0.94,normal,Benign,Low
171,1318,1,1,1,255,0.92,normal,Benign,Low
431,1728,1,12,3,255,0.95,normal,Benign,Low
619,2342,1,4,18,255,0.87,normal,Benign,Low
770,659,1,10,7,255,0.98,normal,Benign,Low
421,1232,1,13,3,255,0.95,normal,Benign,Low
465,2148,1,7,4,255,0.86,normal,Benign,Low
39419,21048,0,117,30,127,0.39,normal,Attack,High
21914,58299,0,199,112,114,0.38,saint,Attack,High
24295,18726,0,126,116,105,0.32,portsweep,Benign,Low
201,2112,1,14,15,255,0.95,normal,Benign,Low
491,2123,1,19,7,255,0.89,normal,Benign,Low
523,1924,1,10,9,255,0.95,normal,Benign,Low
725,1489,1,1,4,255,0.98,normal,Benign,Low
184,1155,1,5,15,255,0.9,normal,Benign,Low
823,495,1,10,11,255,0.94,normal,Benign,Low
349,323,1,2,3,255,1.0,normal,Benign,Low
474,865,1,1,8,255,0.86,normal,Benign,Low
11747,19848,0,203,66,82,0.36,saint,Benign,Low
15580,59469,0,171,39,178,0.24,normal,Attack,High
24135,55728,0,198,108,149,0.28,normal,Attack,High
775,2160,1,13,3,255,0.91,normal,Benign,Low
144,481,1,11,15,255,0.96,normal,Benign,Low
476,1470,1,6,2,255,0.88,normal,Benign,Low
431,1407,1,5,1,255,0.88,normal,Benign,Low
533,1197,1,15,3,255,0.9,normal,Benign,Low
132,1992,1,10,9,255,0.95,normal,Benign,Low
689,726,1,4,15,255,1.0,normal,Benign,Low
630,279,1,9,20,255,0.88,normal,Benign,Low
21257,52932,0,138,97,45,0.15,neptune,Attack,High
450,401,1,16,11,255,0.97,normal,Benign,Low
14078,44750,0,84,79,145,0.07,mscan,Attack,High
645,2030,1,11,10,255,0.87,normal,Benign,Low
440,1700,1,16,14,255,1.0,normal,Benign,Low
327,1428,1,6,4,255,0.99,normal,Benign,Low
341,1256,1,12,3,255,0.88,normal,Benign,Low
23336,24264,0,250,97,63,0.32,portsweep,Attack,High
582,1976,1,6,13,255,0.86,normal,Benign,Low
658,878,1,12,2,255,0.94,normal,Benign,Low
30226,49844,0,222,88,65,0.19,saint,Attack,High
614,1837,1,15,20,255,0.99,normal,Benign,Low
875,1414,1,7,8,255,0.88,normal,Benign,Low
645,1360,1,11,20,255,0.87,normal,Benign,Low
687,462,1,11,16,255,0.86,normal,Benign,Low
225,549,1,7,11,255,0.93,normal,Benign,Low
831,1990,1,10,9,255,1.0,normal,Benign,Low
11889,58264,0,234,52,141,0.12,portsweep,Attack,High
10240,33123,0,170,98,137,0.06,mscan,Attack,High
519,1194,1,5,2,255,0.88,normal,Benign,Low
27405,32337,0,192,35,53,0.35,saint,Attack,High
741,1465,1,6,20,255,0.85,normal,Benign,Low
361,2168,1,16,20,255,0.97,normal,Benign,Low
14812,37271,0,95,33,99,0.08,normal,Attack,High
552,1763,1,1,3,255,0.96,normal,Benign,Low
11922,31711,0,218,70,10,0.31,normal,Attack,High
455,1117,1,7,1,255,0.93,normal,Benign,Low
756,890,1,9,13,255,0.9,normal,Benign,Low
202,1911,1,14,10,255,0.91,normal,Benign,Low
21525,46841,0,189,40,72,0.27,mscan,Attack,High
379,470,1,11,3,255,0.86,normal,Benign,Low
23492,21207,0,167,41,180,0.3,neptune,Attack,High
33700,28372,0,255,55,15,0.12,normal,Attack,High
221,672,1,17,2,255,0.97,normal,Benign,Low
788,1062,1,15,11,255,0.87,portsweep,Benign,Low
139,455,1,12,20,255,0.94,normal,Benign,Low
300,693,1,1,11,255,0.88,normal,Benign,Low
158,1917,1,14,15,255,0.88,normal,Benign,Low
169,1679,1,5,3,255,0.93,normal,Benign,Low
23192,59104,0,252,89,10,0.19,saint,Attack,High
244,1277,1,15,15,255,0.98,normal,Benign,Low
607,351,1,12,1,255,0.92,normal,Benign,Low
28136,28325,0,108,59,50,0.15,saint,Attack,High
16040,19461,0,168,49,83,0.29,mscan,Benign,Low
481,397,1,2,16,255,0.85,normal,Benign,Low
17010,29062,0,156,111,27,0.03,normal,Attack,High
21472,27700,0,240,77,37,0.01,saint,Attack,High
665,255,1,11,19,255,0.89,normal,Benign,Low
9196,40252,0,184,77,135,0.2,portsweep,Attack,High
584,1437,1,12,15,255,0.98,normal,Benign,Low
596,1001,1,17,13,255,0.86,normal,Benign,Low
684,918,1,8,12,255,0.86,normal,Benign,Low
288,388,1,5,17,255,0.94,portsweep,Benign,Low
17533,25653,0,168,46,102,0.29,saint,Attack,High
244,1836,1,15,10,255,0.99,normal,Benign,Low
28523,46029,0,194,32,15,0.23,saint,Attack,High
372,2464,1,9,10,255,0.98,normal,Benign,Low
15063,56172,0,254,65,40,0.15,mscan,Attack,High
737,2473,1,14,15,255,0.98,normal,Benign,Low
22268,50184,0,107,31,106,0.14,normal,Attack,High
822,2170,1,15,17,255,0.99,normal,Benign,Low
140,1695,1,20,13,255,0.99,normal,Benign,Low
706,801,1,12,7,255,0.95,normal,Benign,Low
296,728,1,5,4,255,0.98,normal,Benign,Low
892,1376,1,5,9,255,0.86,normal,Benign,Low
25656,43900,0,163,73,144,0.34,neptune,Attack,High
8741,18606,0,254,60,145,0.02,normal,Benign,Low
777,2059,1,11,17,255,0.88,normal,Benign,Low
170,1469,1,10,10,255,0.94,normal,Benign,Low
716,1465,1,2,8,255,0.98,normal,Benign,Low
30403,28121,0,245,87,151,0.34,mscan,Attack,High
396,2351,1,1,16,255,0.86,normal,Benign,Low
318,1579,1,12,14,255,0.9,normal,Benign,Low
701,1801,1,14,11,255,0.96,normal,Benign,Low
503,1764,1,20,14,255,0.97,normal,Benign,Low
740,525,1,17,20,255,0.9,normal,Benign,Low
8453,41418,0,171,84,70,0.17,mscan,Attack,High
359,1107,1,7,13,255,0.88,normal,Benign,Low
348,1760,1,8,15,255,0.98,normal,Benign,Low
818,1845,1,16,15,255,0.85,normal,Benign,Low
895,1691,1,5,13,255,0.86,normal,Benign,Low
19197,59576,0,168,99,88,0.38,saint,Attack,High
495,1533,1,19,19,255,0.98,normal,Benign,Low
471,2339,1,9,9,255,0.92,normal,Benign,Low
711,1899,1,7,13,255,0.93,normal,Benign,Low
29825,33277,0,184,67,86,0.27,normal,Attack,High
583,2155,1,17,20,255,0.98,normal,Benign,Low
797,2241,1,11,9,255,0.94,normal,Benign,Low
12201,48492,0,215,107,54,0.08,mscan,Attack,High
507,1082,1,10,17,255,0.98,normal,Benign,Low
245,1908,1,15,8,255,0.86,normal,Benign,Low
158,2194,1,17,15,255,0.88,normal,Benign,Low
834,284,1,11,19,255,0.86,normal,Benign,Low
12477,28151,0,159,71,29,0.09,normal,Attack,High
244,814,1,8,17,255,0.93,normal,Benign,Low
777,263,1,6,15,255,0.94,normal,Benign,Low
443,2205,1,7,7,255,0.93,normal,Benign,Low
856,519,1,11,18,255,0.92,neptune,Benign,Low
9189,25794,0,175,30,26,0.28,saint,Benign,Low
19866,57243,0,226,59,153,0.37,saint,Attack,High
722,2218,1,8,15,255,0.89,normal,Benign,Low
32616,44396,0,240,87,41,0.36,saint,Attack,High
658,1842,1,1,16,255,0.96,normal,Benign,Low
220,1258,1,13,5,255,0.89,normal,Benign,Low
497,2191,1,20,6,255,0.97,normal,Benign,Low
778,2165,1,20,9,255,0.96,normal,Benign,Low
669,958,1,18,18,255,0.99,normal,Benign,Low
449,774,1,15,2,255,0.94,normal,Benign,Low
844,2075,1,11,20,255,0.87,normal,Benign,Low
282,751,1,8,7,255,0.99,normal,Benign,Low
829,1407,1,10,1,255,0.96,normal,Benign,Low
19854,35831,0,188,61,12,0.06,normal,Attack,High
744,1035,1,17,19,255,0.96,normal,Benign,Low
533,420,1,16,15,255,0.94,normal,Benign,Low
23902,29298,0,158,69,98,0.38,saint,Attack,High
12536,57947,0,180,49,178,0.06,mscan,Attack,High
130,978,1,6,4,255,0.98,normal,Benign,Low
577,910,1,5,8,255,0.9,normal,Benign,Low
591,661,1,8,20,255,0.86,normal,Benign,Low
653,543,1,14,1,255,0.94,normal,Benign,Low
14000,29881,0,122,39,133,0.24,normal,Attack,High
839,1310,1,8,8,255,0.89,normal,Benign,Low
568,2329,1,20,7,255,0.96,normal,Benign,Low
602,1640,1,9,13,255,0.87,normal,Benign,Low
197,1661,1,20,1,255,0.86,normal,Benign,Low
235,1780,1,11,17,255,0.87,normal,Benign,Low
756,469,1,6,19,255,0.88,normal,Benign,Low
28014,23686,0,214,95,108,0.14,portsweep,Attack,High
756,996,1,8,11,255,0.88,normal,Benign,Low
15310,49147,0,84,69,29,0.26,neptune,Attack,High
498,2468,1,5,7,255,0.97,normal,Benign,Low
894,2169,1,6,13,255,0.9,normal,Benign,Low
277,580,1,15,11,255,0.96,normal,Benign,Low
253,1690,1,8,10,255,0.98,normal,Benign,Low
844,1696,1,2,9,255,0.95,normal,Benign,Low
193,2318,1,19,15,255,0.95,normal,Benign,Low
24402,48119,0,149,76,58,0.33,mscan,Attack,High
211,292,1,8,2,255,0.86,normal,Benign,Low
219,2137,1,18,5,255,0.97,normal,Benign,Low
523,1198,1,14,14,255,0.9,normal,Benign,Low
340,1800,1,19,12,255,0.97,normal,Benign,Low
34771,28500,0,247,114,36,0.39,portsweep,Attack,High
796,922,1,3,7,255,0.94,normal,Benign,Low
443,869,1,13,5,255,0.89,normal,Benign,Low
33019,15997,0,158,95,179,0.31,portsweep,Benign,Low
24243,51763,0,166,101,124,0.17,saint,Attack,High
32564,35616,0,247,66,123,0.02,neptune,Attack,High
289,2136,1,19,20,255,0.91,normal,Benign,Low
378,2084,1,20,14,255,0.87,normal,Benign,Low
447,2086,1,10,10,255,0.85,normal,Benign,Low
641,1994,1,1,11,255,0.97,normal,Benign,Low
302,1476,1,18,17,255,0.85,normal,Benign,Low
36141,20360,0,153,119,138,0.21,normal,Attack,High
694,288,1,10,17,255,0.86,normal,Benign,Low
401,1875,1,3,16,255,0.89,normal,Benign,Low
781,1838,1,16,5,255,0.86,normal,Benign,Low
817,926,1,20,10,255,0.99,normal,Benign,Low
249,427,1,11,11,255,0.99,normal,Benign,Low
845,969,1,4,20,255,0.95,normal,Benign,Low
720,1855,1,6,19,255,0.9,normal,Benign,Low
9018,25329,0,135,102,24,0.06,normal,Benign,Low
583,1002,1,2,3,255,0.87,normal,Benign,Low
755,2345,1,6,11,255,0.86,normal,Benign,Low
18531,59029,0,146,119,159,0.29,mscan,Attack,High
183,1138,1,4,17,255,0.92,normal,Benign,Low
16383,19323,0,174,70,152,0.23,mscan,Attack,High
183,772,1,3,13,255,0.85,normal,Benign,Low
370,2220,1,1,18,255,0.86,normal,Benign,Low
437,1293,1,18,14,255,0.89,normal,Benign,Low
492,1464,1,4,13,255,0.97,normal,Benign,Low
898,2297,1,17,11,255,0.86,normal,Benign,Low
437,2104,1,20,16,255,0.89,normal,Benign,Low
18078,40725,0,128,118,82,0.35,mscan,Attack,High
26200,38889,0,238,55,41,0.05,neptune,Attack,High
19917,55128,0,158,69,132,0.19,portsweep,Attack,High
25945,54862,0,132,107,96,0.11,normal,Attack,High
490,2243,1,3,1,255,0.93,normal,Benign,Low
10003,56044,0,190,70,27,0.09,normal,Attack,High
440,1930,1,5,16,255,0.93,normal,Benign,Low
740,2285,1,3,9,255,0.86,normal,Benign,Low
372,1488,1,9,3,255,0.85,normal,Benign,Low
163,1692,1,17,15,255,0.86,normal,Benign,Low
355,1032,1,19,16,255,0.9,normal,Benign,Low
329,1566,1,20,6,255,0.93,normal,Benign,Low
688,878,1,6,14,255,0.93,normal,Benign,Low
871,2195,1,13,3,255,0.88,normal,Benign,Low
362,1005,1,7,16,255,0.86,normal,Benign,Low
38154,26440,0,247,84,151,0.25,normal,Attack,High
685,1597,1,20,9,255,0.98,normal,Benign,Low
869,1570,1,18,16,255,0.9,normal,Benign,Low
436,537,1,10,4,255,0.92,normal,Benign,Low
191,1597,1,17,14,255,0.96,normal,Benign,Low
209,482,1,17,3,255,0.99,normal,Benign,Low
26841,26572,0,111,95,94,0.14,saint,Attack,High
407,1775,1,4,3,255,0.98,normal,Benign,Low
353,643,1,9,8,255,0.92,normal,Benign,Low
31663,56292,0,117,103,96,0.18,normal,Attack,High
24179,35192,0,134,36,171,0.39,saint,Attack,High
749,2071,1,12,15,255,0.94,normal,Benign,Low
795,1931,1,10,13,255,0.89,normal,Benign,Low
231,446,1,16,15,255,0.98,normal,Benign,Low
547,2455,1,7,16,255,0.9,normal,Benign,Low
449,445,1,10,3,255,0.94,normal,Benign,Low
12494,17787,0,241,71,115,0.14,mscan,Attack,High
225,1482,1,17,1,255,1.0,normal,Benign,Low
280,1586,1,16,9,255,0.9,normal,Benign,Low
580,1847,1,3,11,255,0.88,normal,Benign,Low
802,767,1,12,2,255,0.94,normal,Benign,Low
17118,46725,0,142,83,80,0.28,normal,Attack,High
629,2462,1,8,2,255,0.88,normal,Benign,Low
900,853,1,9,5,255,0.92,normal,Benign,Low
379,262,1,18,15,255,0.98,normal,Benign,Low
671,1519,1,15,17,255,0.97,normal,Benign,Low
429,2083,1,5,15,255,0.96,normal,Benign,Low
210,1985,1,6,15,255,0.97,normal,Benign,Low
550,1332,1,7,4,255,0.88,normal,Benign,Low
14040,47704,0,169,85,12,0.38,portsweep,Attack,High
17167,31081,0,113,55,24,0.25,saint,Attack,High
37843,18118,0,176,62,17,0.2,normal,Benign,Low
599,1301,1,16,10,255,0.96,normal,Benign,Low
900,1436,1,1,7,255,0.92,normal,Benign,Low
572,1250,1,19,15,255,0.9,normal,Benign,Low
217,2230,1,16,8,255,0.87,normal,Benign,Low
874,1757,1,10,2,255,0.91,normal,Benign,Low
18542,54457,0,124,110,52,0.05,portsweep,Attack,High
742,1043,1,1,7,255,0.92,normal,Benign,Low
472,442,1,4,4,255,0.86,normal,Benign,Low
30022,51211,0,139,72,19,0.23,portsweep,Attack,High
799,2208,1,6,7,255,0.9,normal,Benign,Low
318,2001,1,11,16,255,0.93,normal,Benign,Low
596,913,1,4,12,255,0.91,normal,Benign,Low
887,527,1,5,16,255,0.88,normal,Benign,Low
775,1620,1,7,7,255,0.85,normal,Benign,Low
506,1601,1,10,1,255,0.92,normal,Benign,Low
585,596,1,2,7,255,0.99,normal,Benign,Low
762,600,1,8,13,255,1.0,normal,Benign,Low
229,1137,1,15,4,255,0.89,normal,Benign,Low
582,2405,1,8,11,255,0.96,normal,Benign,Low
250,1788,1,15,11,255,0.96,normal,Benign,Low
21753,15797,0,230,88,108,0.22,normal,Attack,High
758,995,1,20,5,255,0.97,normal,Benign,Low
229,503,1,20,10,255,0.91,normal,Benign,Low
184,1476,1,15,14,255,0.98,normal,Benign,Low
21477,55960,0,165,94,36,0.33,normal,Attack,High
18914,52182,0,115,65,19,0.17,saint,Attack,High
312,1770,1,17,12,255,0.91,normal,Benign,Low
412,2493,1,8,8,255,0.91,normal,Benign,Low
37342,27909,0,198,46,149,0.27,portsweep,Attack,High
801,1509,1,7,16,255,0.86,normal,Benign,Low
512,2437,1,5,4,255,0.91,normal,Benign,Low
820,1834,1,18,13,255,0.93,normal,Benign,Low
12603,32883,0,96,105,120,0.14,normal,Attack,High
881,1119,1,19,11,255,0.95,normal,Benign,Low
497,1941,1,6,5,255,0.94,normal,Benign,Low
301,969,1,2,4,255,0.88,normal,Benign,Low
562,475,1,1,15,255,0.88,normal,Benign,Low
483,466,1,13,7,255,0.96,normal,Benign,Low
748,434,1,2,5,255,0.97,normal,Benign,Low
12211,30195,0,253,99,149,0.2,portsweep,Attack,High
22825,34947,0,181,56,65,0.04,normal,Attack,High
616,542,1,9,11,255,0.91,normal,Benign,Low
689,1253,1,16,7,255,0.9,normal,Benign,Low
836,849,1,18,3,255,0.88,normal,Benign,Low
404,1466,1,18,17,255,0.93,normal,Benign,Low
892,2185,1,2,1,255,0.9,normal,Benign,Low
828,1831,1,12,4,255,0.9,mscan,Benign,Low
454,2327,1,1,13,255,0.86,normal,Benign,Low
476,576,1,5,17,255,0.92,normal,Benign,Low
698,1664,1,13,8,255,0.93,normal,Benign,Low
836,1540,1,9,15,255,0.85,normal,Benign,Low
8332,53187,0,180,38,162,0.07,saint,Benign,Low
132,834,1,17,4,255,0.97,normal,Benign,Low
137,1942,1,1,8,255,0.98,normal,Benign,Low
790,1837,1,14,17,255,0.85,normal,Benign,Low
26207,44667,0,189,107,126,0.2,normal,Attack,High
623,1511,1,17,13,255,0.92,normal,Benign,Low
39368,44870,0,200,67,111,0.04,saint,Attack,High
874,2255,1,9,5,255,0.89,normal,Benign,Low
28970,55835,0,177,82,118,0.31,normal,Attack,High
530,2309,1,1,11,255,0.85,normal,Benign,Low
541,1624,1,1,6,255,0.88,normal,Benign,Low
671,1664,1,9,17,255,0.93,neptune,Benign,Low
531,1221,1,13,9,255,0.96,normal,Benign,Low
8688,54281,0,215,62,88,0.32,neptune,Benign,Low
332,1995,1,20,18,255,0.86,normal,Benign,Low
248,1585,1,7,17,255,0.95,normal,Benign,Low
166,2027,1,4,13,255,0.97,normal,Benign,Low
885,975,1,15,19,255,0.86,normal,Benign,Low
723,1651,1,14,11,255,0.95,normal,Benign,Low
664,1255,1,13,5,255,0.92,normal,Benign,Low
448,2326,1,10,20,255,1.0,normal,Benign,Low
329,2197,1,7,7,255,0.97,neptune,Benign,Low
32710,42893,0,241,30,65,0.06,portsweep,Attack,High
587,456,1,15,11,255,0.93,normal,Benign,Low
828,2275,1,13,17,255,0.88,normal,Benign,Low
367,1166,1,8,1,255,0.93,normal,Benign,Low
534,993,1,9,20,255,0.91,normal,Benign,Low
701,713,1,4,6,255,0.94,normal,Benign,Low
505,2445,1,15,20,255,0.9,normal,Benign,Low
14095,57326,0,128,41,143,0.19,normal,Attack,High
33294,22060,0,118,113,151,0.05,portsweep,Attack,High
181,1441,1,3,17,255,0.92,normal,Benign,Low
832,1391,1,3,20,255,0.9,normal,Benign,Low
8738,54696,0,80,46,12,0.08,normal,Benign,Low
19072,32571,0,189,109,119,0.02,saint,Attack,High
309,2440,1,12,11,255,0.96,normal,Benign,Low
488,1848,1,9,7,255,0.94,normal,Benign,Low
8106,45012,0,192,101,40,0.02,saint,Benign,Low
291,606,1,5,1,255,0.9,normal,Benign,Low
658,1756,1,2,4,255,0.85,normal,Benign,Low
546,2319,1,8,20,255,0.88,normal,Benign,Low
232,1680,1,12,12,255,0.99,normal,Benign,Low
685,1166,1,20,13,255,0.9,normal,Benign,Low
888,411,1,15,10,255,0.91,normal,Benign,Low
270,2378,1,6,16,255,0.86,normal,Benign,Low
14083,39894,0,210,103,128,0.04,saint,Attack,High
666,412,1,5,10,255,0.89,normal,Benign,Low
39215,27866,0,110,86,47,0.17,normal,Attack,High
213,1636,1,1,14,255,0.98,normal,Benign,Low
422,311,1,9,9,255,0.89,normal,Benign,Low
722,2246,1,13,4,255,0.97,normal,Benign,Low
725,1909,1,8,13,255,0.99,mscan,Benign,Low
16569,29699,0,178,84,162,0.36,normal,Attack,High
414,706,1,13,16,255,0.99,normal,Benign,Low
26311,38886,0,98,45,170,0.23,portsweep,Attack,High
9672,38279,0,193,114,167,0.31,normal,Benign,Low
693,1189,1,1,8,255,0.87,normal,Benign,Low
36411,37296,0,207,99,54,0.13,saint,Attack,High
148,2134,1,13,2,255,0.98,normal,Benign,Low
475,1245,1,7,5,255,0.89,normal,Benign,Low
770,2040,1,20,5,255,0.93,normal,Benign,Low
796,2320,1,16,3,255,0.99,normal,Benign,Low
